user_id,movie_id,timestamp,duration_watched,viewer_type_Column
User00522,Khaleja,2025-04-18,1401,Light Viewer
User00604,The Revenant,2025-04-18,6788,Heavy Viewer
User03411,Nenu Local,2025-04-18,4692,Moderate Viewer
User02416,Mirchi,2025-04-18,249,Light Viewer
User01412,Temper,2025-04-18,1432,Light Viewer
User04226,Magadheera,2025-04-18,1573,Light Viewer
User00642,Pirates of the Caribbean,2025-04-18,93,Light Viewer
User01759,Uppena,2025-04-18,512,Light Viewer
User01086,Race Gurram,2025-04-18,5749,Heavy Viewer
User01466,Django Unchained,2025-04-18,5920,Heavy Viewer
User04184,Avatar,2025-04-18,5747,Heavy Viewer
User02027,Pirates of the Caribbean,2025-04-18,3643,Moderate Viewer
User03023,The Godfather,2025-04-18,5371,Moderate Viewer
User00764,Tholi Prema,2025-04-18,5402,Heavy Viewer
User00686,Avatar,2025-04-18,2063,Moderate Viewer
User00162,Hello,2025-04-18,5498,Heavy Viewer
User01598,Pelli Choopulu,2025-04-18,6061,Heavy Viewer
User00519,Karthikeya,2025-04-18,4971,Moderate Viewer
User04030,Jersey,2025-04-18,683,Light Viewer
User01191,Iron Man,2025-04-18,6573,Heavy Viewer
User04051,Sye,2025-04-18,100,Light Viewer
User00303,The Flash,2025-04-18,6412,Heavy Viewer
User02210,Nenu Local,2025-04-18,604,Light Viewer
User02171,Pulp Fiction,2025-04-18,1062,Light Viewer
User03419,Kick,2025-04-18,7112,Heavy Viewer
User01154,John Wick,2025-04-18,2631,Moderate Viewer
User04249,Eega,2025-04-18,495,Light Viewer
User01426,Shutter Island,2025-04-18,7167,Heavy Viewer
User04199,Doctor Strange,2025-04-18,62,Light Viewer
User00277,Oopiri,2025-04-18,985,Light Viewer
User03603,Ala Vaikunthapurramuloo,2025-04-18,860,Light Viewer
User04473,RRR,2025-04-18,1553,Light Viewer
User02729,Deadpool,2025-04-18,4375,Moderate Viewer
User04547,Fight Club,2025-04-18,5048,Moderate Viewer
User01399,Vedam,2025-04-18,5873,Heavy Viewer
User04374,The Flash,2025-04-18,4542,Moderate Viewer
User04259,Khaidi No. 150,2025-04-18,6870,Heavy Viewer
User02300,Rangasthalam,2025-04-18,1460,Light Viewer
User04080,RRR,2025-04-18,3096,Moderate Viewer
User02363,Drushyam,2025-04-18,2237,Moderate Viewer
User02551,Drushyam,2025-04-18,6571,Heavy Viewer
User04572,Pushpa,2025-04-18,182,Light Viewer
User00100,Gudachari,2025-04-18,1659,Light Viewer
User01545,Race Gurram,2025-04-18,5313,Moderate Viewer
User01807,Black Widow,2025-04-18,1713,Light Viewer
User04702,Nannaku Prematho,2025-04-18,4349,Moderate Viewer
User02489,Gabbar Singh,2025-04-18,1569,Light Viewer
User04539,Srimanthudu,2025-04-18,6401,Heavy Viewer
User00702,Pelli Choopulu,2025-04-18,2133,Moderate Viewer
User03842,Inception,2025-04-18,2717,Moderate Viewer
User00778,The Social Network,2025-04-18,5542,Heavy Viewer
User02703,RRR,2025-04-18,1053,Light Viewer
User04940,Bharat Ane Nenu,2025-04-18,670,Light Viewer
User03320,Brahmotsavam,2025-04-18,2226,Moderate Viewer
User01714,Nannaku Prematho,2025-04-18,532,Light Viewer
User04511,The Martian,2025-04-18,1913,Moderate Viewer
User03112,Frozen,2025-04-18,5130,Moderate Viewer
User02171,Khaidi No. 150,2025-04-18,2000,Moderate Viewer
User03566,Thani Oruvan,2025-04-18,2799,Moderate Viewer
User02080,The Flash,2025-04-18,1602,Light Viewer
User01293,Toy Story,2025-04-18,4490,Moderate Viewer
User02217,The Flash,2025-04-18,3932,Moderate Viewer
User03593,Captain America: Civil War,2025-04-18,5792,Heavy Viewer
User01957,Ala Vaikunthapurramuloo,2025-04-18,4515,Moderate Viewer
User04252,Magadheera,2025-04-18,477,Light Viewer
User02416,Ala Vaikunthapurramuloo,2025-04-18,4007,Moderate Viewer
User04739,Frozen,2025-04-18,133,Light Viewer
User01534,Interstellar,2025-04-18,1653,Light Viewer
User02280,Deadpool,2025-04-18,3429,Moderate Viewer
User04790,Eega,2025-04-18,1200,Light Viewer
User00497,DJ - Duvvada Jagannadham,2025-04-18,5829,Heavy Viewer
User01938,Jersey,2025-04-18,6329,Heavy Viewer
User03363,The Jungle Book,2025-04-18,403,Light Viewer
User02614,Pulp Fiction,2025-04-18,3835,Moderate Viewer
User03408,Radhe Shyam,2025-04-18,2829,Moderate Viewer
User01398,Fidaa,2025-04-18,1266,Light Viewer
User03124,Star Wars: The Force Awakens,2025-04-18,518,Light Viewer
User00789,Ala Vaikunthapurramuloo,2025-04-18,2409,Moderate Viewer
User03794,Magadheera,2025-04-18,6883,Heavy Viewer
User04185,Transformers,2025-04-18,5684,Heavy Viewer
User01289,The Hunger Games,2025-04-18,1228,Light Viewer
User04638,Iron Man,2025-04-18,5473,Heavy Viewer
User01148,The Revenant,2025-04-18,6571,Heavy Viewer
User04618,Jersey,2025-04-18,3037,Moderate Viewer
User00620,Ala Vaikunthapurramuloo,2025-04-18,4200,Moderate Viewer
User00811,The Social Network,2025-04-18,6695,Heavy Viewer
User01516,The Hunger Games,2025-04-18,3792,Moderate Viewer
User03343,The Irishman,2025-04-18,4791,Moderate Viewer
User01087,Manam,2025-04-18,5853,Heavy Viewer
User02349,The Jungle Book,2025-04-18,2563,Moderate Viewer
User03304,Athadu,2025-04-18,4370,Moderate Viewer
User00835,Khaleja,2025-04-18,2283,Moderate Viewer
User00131,The Batman,2025-04-18,2218,Moderate Viewer
User01043,The Lion King,2025-04-18,2410,Moderate Viewer
User04027,Hello,2025-04-18,6002,Heavy Viewer
User02123,The Curious Case of Benjamin Button,2025-04-18,1691,Light Viewer
User00169,Nannaku Prematho,2025-04-18,5564,Heavy Viewer
User03458,Hello,2025-04-18,3925,Moderate Viewer
User01865,The Dark Knight,2025-04-18,3662,Moderate Viewer
User04301,Avatar,2025-04-18,4355,Moderate Viewer
User00272,Fidaa,2025-04-18,261,Light Viewer
User01903,Nannaku Prematho,2025-04-18,6714,Heavy Viewer
User02177,Iron Man,2025-04-18,1845,Moderate Viewer
User02721,Arya,2025-04-18,3396,Moderate Viewer
User04372,The Hunger Games,2025-04-18,3434,Moderate Viewer
User03410,Finding Nemo,2025-04-18,6242,Heavy Viewer
User00136,Oopiri,2025-04-18,552,Light Viewer
User00082,Maharshi,2025-04-18,179,Light Viewer
User02768,The Martian,2025-04-18,5500,Heavy Viewer
User01134,Athadu,2025-04-18,6079,Heavy Viewer
User03549,Yevadu,2025-04-18,6515,Heavy Viewer
User03263,Interstellar,2025-04-18,6426,Heavy Viewer
User00329,Khaleja,2025-04-18,442,Light Viewer
User01995,The Shawshank Redemption,2025-04-18,5368,Moderate Viewer
User00198,Sarrainodu,2025-04-18,5634,Heavy Viewer
User01858,Pulp Fiction,2025-04-18,2247,Moderate Viewer
User01916,The Shawshank Redemption,2025-04-18,1014,Light Viewer
User04098,Gudachari,2025-04-18,1993,Moderate Viewer
User00052,Spyder,2025-04-18,4110,Moderate Viewer
User01273,Temper,2025-04-18,5164,Moderate Viewer
User02056,The Hunger Games,2025-04-18,2695,Moderate Viewer
User00622,Gabbar Singh,2025-04-18,367,Light Viewer
User01413,Sye,2025-04-18,3027,Moderate Viewer
User01881,Jurassic Park,2025-04-18,2069,Moderate Viewer
User01155,Bharat Ane Nenu,2025-04-18,4108,Moderate Viewer
User02473,Black Panther,2025-04-18,3385,Moderate Viewer
User03674,Khaidi No. 150,2025-04-18,2707,Moderate Viewer
User01539,Pelli Choopulu,2025-04-18,4779,Moderate Viewer
User02702,Inception,2025-04-18,5106,Moderate Viewer
User02797,Nenu Local,2025-04-18,3138,Moderate Viewer
User02912,Jurassic Park,2025-04-18,3078,Moderate Viewer
User00981,Bharat Ane Nenu,2025-04-18,6817,Heavy Viewer
User02685,Bharat Ane Nenu,2025-04-18,5998,Heavy Viewer
User00299,Titanic,2025-04-18,3535,Moderate Viewer
User03151,Pelli Choopulu,2025-04-18,4601,Moderate Viewer
User02925,The Curious Case of Benjamin Button,2025-04-18,3478,Moderate Viewer
User00457,Black Panther,2025-04-18,2130,Moderate Viewer
User01116,The Irishman,2025-04-18,352,Light Viewer
User02515,Avatar,2025-04-18,4701,Moderate Viewer
User02257,Coco,2025-04-18,2786,Moderate Viewer
User04036,Deadpool,2025-04-18,4874,Moderate Viewer
User04265,Khaidi No. 150,2025-04-18,6969,Heavy Viewer
User02293,Gabbar Singh,2025-04-18,1459,Light Viewer
User01733,Sye,2025-04-18,6400,Heavy Viewer
User03883,Star Wars: The Force Awakens,2025-04-18,6428,Heavy Viewer
User03265,Interstellar,2025-04-18,2364,Moderate Viewer
User04543,Arjun Reddy,2025-04-18,5596,Heavy Viewer
User02627,The Conjuring,2025-04-18,1886,Moderate Viewer
User02695,Manam,2025-04-18,7005,Heavy Viewer
User00738,Khaidi No. 150,2025-04-18,4902,Moderate Viewer
User04767,Jurassic Park,2025-04-18,5994,Heavy Viewer
User01765,Rangasthalam,2025-04-18,212,Light Viewer
User04487,The Hunger Games,2025-04-18,3986,Moderate Viewer
User02751,The Martian,2025-04-18,4771,Moderate Viewer
User02459,Sarrainodu,2025-04-18,2401,Moderate Viewer
User02527,Geetha Govindam,2025-04-18,3132,Moderate Viewer
User01485,The Batman,2025-04-18,2509,Moderate Viewer
User02221,Jersey,2025-04-18,2487,Moderate Viewer
User04155,Doctor Strange in the Multiverse of Madness,2025-04-18,2032,Moderate Viewer
User04778,Janatha Garage,2025-04-18,193,Light Viewer
User02147,Nannaku Prematho,2025-04-18,3174,Moderate Viewer
User03222,Transformers,2025-04-18,1964,Moderate Viewer
User00688,Rangasthalam,2025-04-18,6231,Heavy Viewer
User02138,Spider-Man: No Way Home,2025-04-18,4978,Moderate Viewer
User02670,Uppena,2025-04-18,6247,Heavy Viewer
User01553,Arya,2025-04-18,6155,Heavy Viewer
User00786,Nannaku Prematho,2025-04-18,5439,Heavy Viewer
User02733,Pulp Fiction,2025-04-18,1886,Moderate Viewer
User02234,Gravity,2025-04-18,383,Light Viewer
User00273,Rangasthalam,2025-04-18,1861,Moderate Viewer
User02678,Sye,2025-04-18,3539,Moderate Viewer
User04196,The Jungle Book,2025-04-18,2313,Moderate Viewer
User03109,The Social Network,2025-04-18,2998,Moderate Viewer
User04285,Bharat Ane Nenu,2025-04-18,2789,Moderate Viewer
User04929,Janatha Garage,2025-04-18,4899,Moderate Viewer
User04950,Magadheera,2025-04-18,112,Light Viewer
User01851,The Wolf of Wall Street,2025-04-18,116,Light Viewer
User00247,Race Gurram,2025-04-18,2154,Moderate Viewer
User04602,Kick,2025-04-18,1109,Light Viewer
User02236,The Dark Knight,2025-04-18,4679,Moderate Viewer
User00926,The Avengers,2025-04-18,4277,Moderate Viewer
User01237,Arjun Reddy,2025-04-18,1276,Light Viewer
User03036,Iron Man,2025-04-18,642,Light Viewer
User02475,Bharat Ane Nenu,2025-04-18,5233,Moderate Viewer
User03208,Geetha Govindam,2025-04-18,4054,Moderate Viewer
User02240,The Hunger Games,2025-04-18,4475,Moderate Viewer
User04547,Rangasthalam,2025-04-18,2194,Moderate Viewer
User04241,Logan,2025-04-18,3376,Moderate Viewer
User03162,Spyder,2025-04-18,246,Light Viewer
User04814,The Curious Case of Benjamin Button,2025-04-18,2955,Moderate Viewer
User03551,Gabbar Singh,2025-04-18,2663,Moderate Viewer
User04267,Rangasthalam,2025-04-18,4713,Moderate Viewer
User02786,Nenu Local,2025-04-18,2114,Moderate Viewer
User04334,The Flash,2025-04-18,1737,Light Viewer
User01950,Magadheera,2025-04-18,2831,Moderate Viewer
User03456,Pelli Choopulu,2025-04-18,3818,Moderate Viewer
User02746,Thani Oruvan,2025-04-18,2746,Moderate Viewer
User00555,Sarrainodu,2025-04-18,716,Light Viewer
User03774,Doctor Strange in the Multiverse of Madness,2025-04-18,192,Light Viewer
User01167,Tenet,2025-04-18,5536,Heavy Viewer
User03903,Thani Oruvan,2025-04-18,5137,Moderate Viewer
User00528,The Lion King,2025-04-18,1142,Light Viewer
User00528,Black Widow,2025-04-18,4047,Moderate Viewer
User01303,Avengers: Endgame,2025-04-18,7043,Heavy Viewer
User01569,RRR,2025-04-18,6759,Heavy Viewer
User03663,Gravity,2025-04-18,7035,Heavy Viewer
User01234,Avengers: Endgame,2025-04-18,4832,Moderate Viewer
User00884,The Hunger Games,2025-04-18,857,Light Viewer
User02311,Jurassic Park,2025-04-18,4077,Moderate Viewer
User03237,Geetha Govindam,2025-04-18,2343,Moderate Viewer
User03182,Tenet,2025-04-18,359,Light Viewer
User03377,Thani Oruvan,2025-04-18,1863,Moderate Viewer
User00133,Sye,2025-04-18,3727,Moderate Viewer
User02356,Tenet,2025-04-18,1850,Moderate Viewer
User00409,The Curious Case of Benjamin Button,2025-04-18,2921,Moderate Viewer
User03025,Mirchi,2025-04-18,4413,Moderate Viewer
User02029,Drushyam,2025-04-18,5555,Heavy Viewer
User04656,Gudachari,2025-04-18,6007,Heavy Viewer
User04059,Maharshi,2025-04-18,3454,Moderate Viewer
User02136,Yevadu,2025-04-18,3402,Moderate Viewer
User04457,Drushyam,2025-04-18,4166,Moderate Viewer
User00090,Iron Man,2025-04-18,3847,Moderate Viewer
User02673,RRR,2025-04-18,1979,Moderate Viewer
User01900,The Conjuring,2025-04-18,1877,Moderate Viewer
User04817,The Revenant,2025-04-18,4056,Moderate Viewer
User01989,Magadheera,2025-04-18,1742,Light Viewer
User03888,Gladiator,2025-04-18,913,Light Viewer
User04733,Srimanthudu,2025-04-18,5772,Heavy Viewer
User01748,The Lion King,2025-04-18,791,Light Viewer
User01970,Rangasthalam,2025-04-18,6998,Heavy Viewer
User01022,The Godfather,2025-04-18,6641,Heavy Viewer
User00849,Gudachari,2025-04-18,6146,Heavy Viewer
User02028,Sarrainodu,2025-04-18,5901,Heavy Viewer
User01134,Vedam,2025-04-18,435,Light Viewer
User00372,Jurassic Park,2025-04-18,5000,Moderate Viewer
User02019,Avengers: Endgame,2025-04-18,6729,Heavy Viewer
User00905,Karthikeya,2025-04-18,3249,Moderate Viewer
User03485,John Wick,2025-04-18,1915,Moderate Viewer
User00107,Pelli Choopulu,2025-04-18,446,Light Viewer
User04629,Doctor Strange in the Multiverse of Madness,2025-04-18,3859,Moderate Viewer
User04577,Nenu Local,2025-04-18,2533,Moderate Viewer
User00779,The Revenant,2025-04-18,4059,Moderate Viewer
User03979,The Wolf of Wall Street,2025-04-18,6886,Heavy Viewer
User00623,John Wick,2025-04-18,3029,Moderate Viewer
User03685,Fidaa,2025-04-18,2064,Moderate Viewer
User04308,Deadpool,2025-04-18,5906,Heavy Viewer
User01142,Jurassic Park,2025-04-18,2551,Moderate Viewer
User04550,Sarrainodu,2025-04-18,3235,Moderate Viewer
User03547,Uppena,2025-04-18,2785,Moderate Viewer
User01780,Thimmarusu,2025-04-18,6307,Heavy Viewer
User01429,The Curious Case of Benjamin Button,2025-04-18,6378,Heavy Viewer
User00467,Sarrainodu,2025-04-18,5598,Heavy Viewer
User00568,Logan,2025-04-18,5738,Heavy Viewer
User04318,Gabbar Singh,2025-04-18,3594,Moderate Viewer
User00023,Yevadu,2025-04-18,4915,Moderate Viewer
User04313,Temper,2025-04-18,3075,Moderate Viewer
User03530,Race Gurram,2025-04-18,2149,Moderate Viewer
User01571,Nannaku Prematho,2025-04-18,6302,Heavy Viewer
User02905,Toy Story,2025-04-18,4537,Moderate Viewer
User00284,Toy Story,2025-04-18,4860,Moderate Viewer
User00869,Eega,2025-04-18,2780,Moderate Viewer
User04846,Gravity,2025-04-18,7117,Heavy Viewer
User00641,Finding Nemo,2025-04-18,5955,Heavy Viewer
User00462,The Lion King,2025-04-18,5779,Heavy Viewer
User00541,Forrest Gump,2025-04-18,1200,Light Viewer
User01598,Maharshi,2025-04-18,3094,Moderate Viewer
User00532,The Conjuring,2025-04-18,6542,Heavy Viewer
User03487,Mirchi,2025-04-18,5068,Moderate Viewer
User03652,Iron Man,2025-04-18,1794,Light Viewer
User01526,Tholi Prema,2025-04-18,1590,Light Viewer
User01678,Rangasthalam,2025-04-18,3926,Moderate Viewer
User02550,Forrest Gump,2025-04-18,6649,Heavy Viewer
User00989,Magadheera,2025-04-18,5235,Moderate Viewer
User01713,Jurassic Park,2025-04-18,580,Light Viewer
User04882,Coco,2025-04-18,1432,Light Viewer
User01858,Gabbar Singh,2025-04-18,4472,Moderate Viewer
User00013,RRR,2025-04-18,4590,Moderate Viewer
User02575,John Wick,2025-04-18,717,Light Viewer
User03983,The Curious Case of Benjamin Button,2025-04-18,2289,Moderate Viewer
User00286,Brahmotsavam,2025-04-18,6761,Heavy Viewer
User04100,Shutter Island,2025-04-18,5108,Moderate Viewer
User00276,Nannaku Prematho,2025-04-18,5047,Moderate Viewer
User00869,Fidaa,2025-04-18,6818,Heavy Viewer
User02547,The Batman,2025-04-18,6476,Heavy Viewer
User03373,The Batman,2025-04-18,408,Light Viewer
User04143,Geetha Govindam,2025-04-18,4319,Moderate Viewer
User03231,Avatar,2025-04-18,2640,Moderate Viewer
User02067,Shutter Island,2025-04-18,7044,Heavy Viewer
User02237,Karthikeya,2025-04-18,3094,Moderate Viewer
User01641,Sarrainodu,2025-04-18,2841,Moderate Viewer
User03261,Janatha Garage,2025-04-18,404,Light Viewer
User01179,Sye,2025-04-18,6611,Heavy Viewer
User00252,The Martian,2025-04-18,2206,Moderate Viewer
User03616,The Wolf of Wall Street,2025-04-18,1111,Light Viewer
User01057,RRR,2025-04-18,2108,Moderate Viewer
User01847,Khaleja,2025-04-18,3600,Moderate Viewer
User02124,Titanic,2025-04-18,4660,Moderate Viewer
User00301,Guardians of the Galaxy,2025-04-18,1944,Moderate Viewer
User01580,Orange,2025-04-18,278,Light Viewer
User01284,Bharat Ane Nenu,2025-04-18,1710,Light Viewer
User03571,Pulp Fiction,2025-04-18,1199,Light Viewer
User01256,The Flash,2025-04-18,7145,Heavy Viewer
User00390,Pirates of the Caribbean,2025-04-18,857,Light Viewer
User00660,Athadu,2025-04-18,4140,Moderate Viewer
User02472,Kick,2025-04-18,169,Light Viewer
User01393,Mirchi,2025-04-18,3307,Moderate Viewer
User04296,Hello,2025-04-18,5406,Heavy Viewer
User04848,Pulp Fiction,2025-04-18,3479,Moderate Viewer
User03353,Gabbar Singh,2025-04-18,5873,Heavy Viewer
User03418,Magadheera,2025-04-18,4397,Moderate Viewer
User04124,Bharat Ane Nenu,2025-04-18,4274,Moderate Viewer
User02722,The Social Network,2025-04-18,1532,Light Viewer
User02783,The Dark Knight,2025-04-18,5269,Moderate Viewer
User01550,Nannaku Prematho,2025-04-18,4454,Moderate Viewer
User01698,Rangasthalam,2025-04-18,775,Light Viewer
User02363,Nenu Local,2025-04-18,3285,Moderate Viewer
User01909,Sarrainodu,2025-04-18,2612,Moderate Viewer
User04858,Gudachari,2025-04-18,4104,Moderate Viewer
User03547,Pelli Choopulu,2025-04-18,889,Light Viewer
User02267,Doctor Strange in the Multiverse of Madness,2025-04-18,4453,Moderate Viewer
User03724,The Jungle Book,2025-04-18,1485,Light Viewer
User03463,Interstellar,2025-04-18,3125,Moderate Viewer
User02947,Jurassic Park,2025-04-18,39,Light Viewer
User00849,Frozen,2025-04-18,2404,Moderate Viewer
User04044,Srimanthudu,2025-04-18,6487,Heavy Viewer
User03691,Vedam,2025-04-18,946,Light Viewer
User02410,Hello,2025-04-18,3515,Moderate Viewer
User03006,Arya,2025-04-18,7127,Heavy Viewer
User04273,Rangasthalam,2025-04-18,6059,Heavy Viewer
User04185,Nannaku Prematho,2025-04-18,3775,Moderate Viewer
User01475,The Lion King,2025-04-18,2317,Moderate Viewer
User01973,Doctor Strange,2025-04-18,6847,Heavy Viewer
User00208,The Lion King,2025-04-18,1959,Moderate Viewer
User03226,Django Unchained,2025-04-18,2257,Moderate Viewer
User04543,Drushyam,2025-04-18,3583,Moderate Viewer
User03538,Tholi Prema,2025-04-18,1037,Light Viewer
User01314,Fight Club,2025-04-18,4260,Moderate Viewer
User01406,Logan,2025-04-18,2450,Moderate Viewer
User03921,Transformers,2025-04-18,6669,Heavy Viewer
User01025,Pushpa,2025-04-18,3480,Moderate Viewer
User02484,Ala Vaikunthapurramuloo,2025-04-18,1856,Moderate Viewer
User02745,The Conjuring,2025-04-18,1401,Light Viewer
User00971,Inception,2025-04-18,6007,Heavy Viewer
User03259,Frozen,2025-04-18,4121,Moderate Viewer
User00440,Forrest Gump,2025-04-18,4593,Moderate Viewer
User01308,The Avengers,2025-04-18,5438,Heavy Viewer
User00891,Businessman,2025-04-18,1366,Light Viewer
User00947,Thani Oruvan,2025-04-18,7193,Heavy Viewer
User01779,The Jungle Book,2025-04-18,2409,Moderate Viewer
User00562,Eega,2025-04-18,2343,Moderate Viewer
User00918,Guardians of the Galaxy,2025-04-18,629,Light Viewer
User01450,Ala Vaikunthapurramuloo,2025-04-18,1095,Light Viewer
User02264,Shutter Island,2025-04-18,5610,Heavy Viewer
User04179,The Lion King,2025-04-18,2958,Moderate Viewer
User00765,The Wolf of Wall Street,2025-04-18,3276,Moderate Viewer
User00400,The Social Network,2025-04-18,7149,Heavy Viewer
User02830,Tholi Prema,2025-04-18,4822,Moderate Viewer
User04803,Maharshi,2025-04-18,7075,Heavy Viewer
User04786,Orange,2025-04-18,2960,Moderate Viewer
User02702,Pokiri,2025-04-18,2632,Moderate Viewer
User01021,The Revenant,2025-04-18,5649,Heavy Viewer
User03078,Logan,2025-04-18,6554,Heavy Viewer
User00311,The Curious Case of Benjamin Button,2025-04-18,2451,Moderate Viewer
User01398,The Jungle Book,2025-04-18,2168,Moderate Viewer
User01900,Radhe Shyam,2025-04-18,6348,Heavy Viewer
User00117,John Wick,2025-04-18,6694,Heavy Viewer
User01771,The Wolf of Wall Street,2025-04-18,1460,Light Viewer
User00579,Brahmotsavam,2025-04-18,5873,Heavy Viewer
User03140,Mirchi,2025-04-18,5525,Heavy Viewer
User00650,Jurassic Park,2025-04-18,5387,Moderate Viewer
User01254,Vedam,2025-04-18,3668,Moderate Viewer
User03485,Athadu,2025-04-18,4860,Moderate Viewer
User02801,Rangasthalam,2025-04-18,729,Light Viewer
User01135,Avengers: Endgame,2025-04-18,7007,Heavy Viewer
User03456,The Lion King,2025-04-18,597,Light Viewer
User03678,Gudachari,2025-04-18,494,Light Viewer
User01822,Django Unchained,2025-04-18,3179,Moderate Viewer
User03429,Race Gurram,2025-04-18,6886,Heavy Viewer
User02976,Spider-Man: No Way Home,2025-04-18,2579,Moderate Viewer
User04012,Mirchi,2025-04-18,226,Light Viewer
User01411,Orange,2025-04-18,3007,Moderate Viewer
User02719,The Lion King,2025-04-18,2452,Moderate Viewer
User02503,The Shawshank Redemption,2025-04-18,892,Light Viewer
User04572,Yevadu,2025-04-18,1855,Moderate Viewer
User04175,Django Unchained,2025-04-18,5712,Heavy Viewer
User00463,Star Wars: The Force Awakens,2025-04-18,1339,Light Viewer
User00848,Vedam,2025-04-18,1804,Moderate Viewer
User04170,Thani Oruvan,2025-04-18,4181,Moderate Viewer
User00662,Magadheera,2025-04-18,5482,Heavy Viewer
User00231,Yevadu,2025-04-18,4125,Moderate Viewer
User00905,RRR,2025-04-18,4576,Moderate Viewer
User01203,Sarrainodu,2025-04-18,3889,Moderate Viewer
User03011,Geetha Govindam,2025-04-18,740,Light Viewer
User03214,The Prestige,2025-04-18,3983,Moderate Viewer
User01359,Fight Club,2025-04-18,2077,Moderate Viewer
User03365,Manam,2025-04-18,3464,Moderate Viewer
User03462,The Social Network,2025-04-18,6272,Heavy Viewer
User00047,Gravity,2025-04-18,4250,Moderate Viewer
User04474,Doctor Strange,2025-04-18,2362,Moderate Viewer
User00834,The Revenant,2025-04-18,1034,Light Viewer
User02253,Geetha Govindam,2025-04-18,3178,Moderate Viewer
User01146,Hello,2025-04-18,2393,Moderate Viewer
User02596,Thimmarusu,2025-04-18,249,Light Viewer
User04806,Baahubali,2025-04-18,4743,Moderate Viewer
User01961,Doctor Strange,2025-04-18,2346,Moderate Viewer
User03594,Manam,2025-04-18,6854,Heavy Viewer
User03873,Eega,2025-04-18,656,Light Viewer
User00179,Fidaa,2025-04-18,3277,Moderate Viewer
User01395,Titanic,2025-04-18,4034,Moderate Viewer
User04367,Sye,2025-04-18,5783,Heavy Viewer
User03705,Pulp Fiction,2025-04-18,3579,Moderate Viewer
User00258,Rangasthalam,2025-04-18,3205,Moderate Viewer
User01884,Bharat Ane Nenu,2025-04-18,6750,Heavy Viewer
User03442,The Lion King,2025-04-18,4556,Moderate Viewer
User02665,Srimanthudu,2025-04-18,5061,Moderate Viewer
User01291,Hello,2025-04-18,4993,Moderate Viewer
User02586,Temper,2025-04-18,6568,Heavy Viewer
User04083,Finding Nemo,2025-04-18,6458,Heavy Viewer
User00527,Kick,2025-04-18,1224,Light Viewer
User04042,Spyder,2025-04-18,768,Light Viewer
User04211,Khaidi No. 150,2025-04-18,7156,Heavy Viewer
User03434,Finding Nemo,2025-04-18,1784,Light Viewer
User03403,Geetha Govindam,2025-04-18,4751,Moderate Viewer
User00241,Vedam,2025-04-18,207,Light Viewer
User01072,RRR,2025-04-18,1346,Light Viewer
User03286,Pelli Choopulu,2025-04-18,6940,Heavy Viewer
User04439,Brahmotsavam,2025-04-18,6877,Heavy Viewer
User04225,Transformers,2025-04-18,6165,Heavy Viewer
User02911,Drushyam,2025-04-18,3172,Moderate Viewer
User00823,Fidaa,2025-04-18,6851,Heavy Viewer
User01304,Transformers,2025-04-18,3422,Moderate Viewer
User03472,Avatar,2025-04-18,2323,Moderate Viewer
User04434,The Jungle Book,2025-04-18,1611,Light Viewer
User00201,Businessman,2025-04-18,6346,Heavy Viewer
User02026,Sarrainodu,2025-04-18,2756,Moderate Viewer
User04812,Khaleja,2025-04-18,1635,Light Viewer
User03133,Karthikeya,2025-04-18,2110,Moderate Viewer
User00321,Radhe Shyam,2025-04-18,5383,Moderate Viewer
User02812,Karthikeya,2025-04-18,4805,Moderate Viewer
User04570,Star Wars: The Force Awakens,2025-04-18,6312,Heavy Viewer
User02275,The Hunger Games,2025-04-18,1138,Light Viewer
User04778,Rangasthalam,2025-04-18,802,Light Viewer
User00098,Avengers: Endgame,2025-04-18,5363,Moderate Viewer
User04947,Django Unchained,2025-04-18,2212,Moderate Viewer
User00644,RRR,2025-04-18,5527,Heavy Viewer
User04746,Pirates of the Caribbean,2025-04-18,4452,Moderate Viewer
User02673,Avengers: Endgame,2025-04-18,3303,Moderate Viewer
User00977,Fidaa,2025-04-18,7044,Heavy Viewer
User02402,Frozen,2025-04-18,6717,Heavy Viewer
User02450,Doctor Strange,2025-04-18,4281,Moderate Viewer
User01278,The Irishman,2025-04-18,3474,Moderate Viewer
User03808,Rangasthalam,2025-04-18,2895,Moderate Viewer
User02100,Maharshi,2025-04-18,4874,Moderate Viewer
User02804,Spider-Man: No Way Home,2025-04-18,5495,Heavy Viewer
User02485,Temper,2025-04-18,6850,Heavy Viewer
User00148,Kick,2025-04-18,6316,Heavy Viewer
User02146,The Revenant,2025-04-18,1477,Light Viewer
User00949,The Godfather,2025-04-18,6557,Heavy Viewer
User03235,Black Widow,2025-04-18,213,Light Viewer
User01061,Pushpa,2025-04-18,1890,Moderate Viewer
User02731,Manam,2025-04-18,465,Light Viewer
User03443,The Flash,2025-04-18,565,Light Viewer
User01465,The Martian,2025-04-18,2030,Moderate Viewer
User00208,Sarileru Neekevvaru,2025-04-18,4773,Moderate Viewer
User03358,Ala Vaikunthapurramuloo,2025-04-18,2527,Moderate Viewer
User01257,Avengers: Endgame,2025-04-18,30,Light Viewer
User02494,The Social Network,2025-04-18,6966,Heavy Viewer
User03458,Fight Club,2025-04-18,2052,Moderate Viewer
User01330,Pushpa,2025-04-18,4371,Moderate Viewer
